Fecha;Medio;Año;Posición;Artista;Canción;Nacionalidad;Género
Abril;Radio;2021;32;Camilo , Evaluna Montaner;Machu Picchu;CO;Pop
Abril;Radio;2021;33;BTS;Dynamite;KR;Pop
Abril;Radio;2021;34;Daddy Yankee, Marc Anthony;De Vuelta Pa' La Vuelta;PR, US;Urbano
Abril;Radio;2021;35;Ed Sheeran;Shape Of You;GB;Pop
Abril;Radio;2021;36;David Guetta , Sia;Let's Love;FR;Electrónica
Abril;Radio;2021;37;Daddy Yankee;Problema;PR;Urbano
Abril;Radio;2021;38;Selena Gomez , Rauw Alejandro;Baila Conmigo;US;Pop
Abril;Radio;2021;39;Tones And I;Dance Monkey;AU;Pop
Abril;Radio;2021;40;Cnco;Dejaría Todo;US;Urbano
Abril;Radio;2021;41;Ozuna Feat. Doja Cat , Sia;Del Mar;US;Urbano
Abril;Radio;2021;42;Migrantes;Si Me Tomo Una Cerveza;AR;Latino/Tropical
Abril;Radio;2021;43;Cami;Aquí Estoy;CL;Pop
Abril;Radio;2021;44;Marc Anthony;Vivir Mi Vida;US;Latino/Tropical
Abril;Radio;2021;45;Diego Torres;Color Esperanza;AR;Pop
Abril;Radio;2021;46;Los Legendarios, Wisin, Jhay Cortez;Fiel;PR, PR;Urbano
Abril;Radio;2021;47;Denise Rosenthal, Lola Indigo;Demente;CL, ES;Pop
Abril;Radio;2021;48;Mon Laferte;Tu Falta De Querer;MX;Pop
Abril;Radio;2021;49;Ariana Grande;Positions;US;Pop
Abril;Radio;2021;50;Mon Laferte, Gloria Trevi;La Mujer;MX, MX;Latino/Tropical
Abril;Radio;2021;51;Sech, Daddy Yankee, Rosalía, Farruko;Relación (Remix);PA, PR, ES, PR;Urbano
Abril;Radio;2021;52;Dua Lipa, DaBaby;Levitating;GB, US;Pop
Abril;Radio;2021;53;R.E.M.;Everybody Hurts;US;Rock
Abril;Radio;2021;54;Karol G;Ay, DiOs Mío!;CO;Urbano
Abril;Radio;2021;55;Los Legendarios, Wisin, Myke Towers;Mi Niña;PR, PR, PR;Urbano
Abril;Radio;2021;56;Rauw Alejandro , Camilo;TATTOO (REMIX);PR,CO;Urbano
Abril;Radio;2021;57;Cami;Luna;CL;Pop
Abril;Radio;2021;58;Mario Guerrero , Fanny Lu;Corazones Rotos;CL;Pop
Abril;Radio;2021;59;Lele Pons, Guaynaa;Se Te Nota;VE, PR;Urbano
Abril;Radio;2021;60;The Weeknd Feat. Daft Punk;I Feel It Coming;CA;Pop
Abril;Radio;2021;61;Selena Gomez;De Una Vez;US;Pop
Abril;Radio;2021;62;Dua Lipa;We're Good;GB;Pop
Abril;Radio;2021;63;Bad Bunny;Yo Perreo Sola;PR;Urbano
Abril;Radio;2021;64;Lola Indigo, Danna Paola, Denise Rosenthal;Santeria;ES, MX, CL;Pop
Abril;Radio;2021;65;Karol G, Nicki Minaj;TUSA;CO, US;Urbano
Abril;Radio;2021;66;Mon Laferte;El Beso;MX;Pop
Abril;Radio;2021;67;Calvin Harris Feat. Dua Lipa;One Kiss;GB;Pop
Abril;Radio;2021;68;Seven Kayne, Polimá Westcoast, Young Cister;Eyes On My Ice;CL;Urbano
Abril;Radio;2021;69;Danny Ocean, Justin Quiles;Cuántas Veces;US, PR;Urbano
Abril;Radio;2021;70;Sebastián Yatra;Adiós;CO;Pop
Abril;Radio;2021;71;Camilo , Pablo Alborán;El Mismo Aire;CO;Pop
Abril;Radio;2021;72;Mon Laferte Feat. Juanes;Amárrame;MX;Pop
Abril;Radio;2021;73;Piso 21;Tan Bonita;CO;Urbano
Abril;Radio;2021;74;Play N Skillz, Daddy Yankee, Zion , Lennox;Bésame;US, PR, US;Urbano
Abril;Radio;2021;75;Nicky Jam , Romeo Santos;Fan De Tus Fotos;US;Urbano
Abril;Radio;2021;76;Ava Max;My Head , My Heart;US;Pop
Abril;Radio;2021;77;The Cure;Friday I'm In Love;GB;Rock
Abril;Radio;2021;78;Soda Stereo;Persiana Americana;AR;Rock
Abril;Radio;2021;79;Café Tacvba;Eres;MX;Rock
Abril;Radio;2021;80;Mon Laferte;Se Me Va A Quemar El Corazón;MX;Pop
Abril;Radio;2021;81;Tainy X J Balvin;Agua;PR;Urbano
Abril;Radio;2021;82;Camilo;Millones;CO;Pop
Abril;Radio;2021;83;Capital Cities;Safe And Sound;US;Pop
Abril;Radio;2021;84;Natti Natasha , Prince Royce;Antes Que Salga El Sol;DO;Urbano
Abril;Radio;2021;85;Emilia , Alex Rose;Bendición;SE;Urbano
Abril;Radio;2021;86;Avicii;Wake Me Up;SE;Electrónica
Abril;Radio;2021;87;Musica Para Noticias;News Music;Desconocido;Otro
Abril;Radio;2021;88;Camilo;Ropa Cara;CO;Pop
Abril;Radio;2021;89;Karol G, Mariah Angeliq;El Makinon;CO, US;Urbano
Abril;Radio;2021;90;Paloma Mami;Fingías;US;Urbano
Abril;Radio;2021;91;Bebe Rexha;Sacrifice;US;Pop
Abril;Radio;2021;92;Gepe;Fruta Y Té;CL;Folk/Indie
Abril;Radio;2021;93;Benee Feat. Gus Dapperton;Supalonely;NZ;Pop
Abril;Radio;2021;94;Natalie Imbruglia;Torn;AU;Rock
Abril;Radio;2021;95;Justin Timberlake;CAN'T STOP THE FEELING!;US;Pop
Abril;Radio;2021;96;Justin Bieber;Hold On;CA;Pop
Abril;Radio;2021;97;Calvin Harris, Sam Smith;Promises;GB;Pop
Abril;Radio;2021;98;The Weeknd;In Your Eyes;CA;Pop
Abril;Radio;2021;99;Santaferia;Algún Día Volverás;CL;Latino/Tropical
Abril;Radio;2021;100;Steve Aoki ft. Sean Paul, El Alfa, Sfera Ebbasta , Play N Skills;Mambo;DO, IT;Electrónica
Mayo;Radio;2021;1;Kali Uchis;Telepatía;US;Pop
Mayo;Radio;2021;2;Carlos Vives, Ricky Martin;Canción Bonita;CO, PR;Latino/Tropical
Mayo;Radio;2021;3;Bruno Mars, Anderson .Paak, Silk Sonic;Leave The Door Open;US, US, US;Pop
Mayo;Radio;2021;4;Justin Bieber Feat. Daniel Caesar, Giveon;Peaches;US;Pop
Mayo;Radio;2021;5;Sebastián Yatra , Guaynaa;Chica Ideal;CO;Latino/Tropical
Mayo;Radio;2021;6;Los Legendarios, Wisin, Jay Cortez;Fiel;PR, PR;Urbano
Mayo;Radio;2021;7;Sebastián Yatra, Myke Towers;Pareja Del Año;CO, PR;Latino/Tropical
Mayo;Radio;2021;8;Daft Punk Feat. Pharrell Williams;Get Lucky;FR;Electrónica
Mayo;Radio;2021;9;Iván Alejandro;Me Enamoré De Ti;CL;Folk/Indie
Mayo;Radio;2021;10;Maluma;Hawai;CO;Urbano
Mayo;Radio;2021;11;The Weeknd;Blinding Lights;CA;Pop
Mayo;Radio;2021;12;The Weeknd;Save Your Tears;CA;Pop
Mayo;Radio;2021;13;Harry Styles;Watermelon Sugar;GB;Pop
Mayo;Radio;2021;14;Boza;Hecha Pa' Mí;PA;Urbano
Mayo;Radio;2021;15;Billie Eilish;Your Power;US;Pop
Mayo;Radio;2021;16;Denise Rosenthal, Lola Indigo;Demente;CL, ES;Pop
Mayo;Radio;2021;17;Olivia Rodrigo;Drivers License;US;Pop
Mayo;Radio;2021;18;Camilo;Vida De Rico;CO;Pop
Mayo;Radio;2021;19;Bad Bunny Feat. Jhay Cortez;Dakiti;PR;Urbano
Mayo;Radio;2021;20;Karol G, Anuel Aa, J. Balvin;Location;CO, PR, CO;Urbano
Mayo;Radio;2021;21;Camilo, El Alfa;Bebe;CO, DO;Pop
Mayo;Radio;2021;22;Coldplay;Higher Power;GB;Pop
Mayo;Radio;2021;23;Cnco;Tan Enamorados;US;Urbano
Mayo;Radio;2021;24;Camilo;Millones;CO;Pop
Mayo;Radio;2021;25;Charles , Eddie;Would I Lie To You?;US;Pop
Mayo;Radio;2021;26;Anitta;Girl From Rio;BR;Latino/Tropical
Mayo;Radio;2021;27;Harry Styles;Golden;GB;Pop
Mayo;Radio;2021;28;Karol G;BICHOTA;CO;Urbano
Mayo;Radio;2021;29;Karol G, Mariah Angeliq;El Makinon;CO, US;Urbano
Mayo;Radio;2021;30;Paloma Mami;Religiosa;US;Urbano
Mayo;Radio;2021;31;Dua Lipa;Don't Start Now;GB;Pop
Mayo;Radio;2021;32;Miley Cyrus Feat. Dua Lipa;Prisoner;US,GB;Pop
Mayo;Radio;2021;33;Dua Lipa;We're Good;GB;Pop
Mayo;Radio;2021;34;Jay Wheeler , Dj Nelson Feat. Myke Towers;La Curiosidad;PR;Urbano
Mayo;Radio;2021;35;Doja Cat Feat. SZA;Kiss Me More;US;Pop
Mayo;Radio;2021;36;Camilo , Evaluna Montaner;Machu Picchu;CO;Pop
Mayo;Radio;2021;37;Ed Sheeran;Shape Of You;GB;Pop
Mayo;Radio;2021;38;BACILOS;Mi Primer Millón;US;Pop
Mayo;Radio;2021;39;Black Eyed Peas X Shakira;Girl Like Me;US,CO;Pop
Mayo;Radio;2021;40;Daddy Yankee;Problema;PR;Urbano
Mayo;Radio;2021;41;Dua Lipa;Levitating;GB;Pop
Mayo;Radio;2021;42;Cami;Luna;CL;Pop
Mayo;Radio;2021;43;Dua Lipa, DaBaby;Levitating;GB, US;Pop
Mayo;Radio;2021;44;Sofi De La Torre Feat. Pablo Alborán;Y Duele;ES;Pop
Mayo;Radio;2021;45;Cnco;Dejaría Todo;US;Urbano
Mayo;Radio;2021;46;Pharrell Williams;Happy;US;Pop
Mayo;Radio;2021;47;Karol G;Ay, DiOs Mío!;CO;Urbano
Mayo;Radio;2021;48;Mon Laferte;Tu Falta De Querer;MX;Pop
Mayo;Radio;2021;49;Manuel Turizo, Wisin , Yandel;Mala Costumbre;CO, PR;Urbano
Mayo;Radio;2021;50;Selena Gomez , Rauw Alejandro;Baila Conmigo;US;Pop
Mayo;Radio;2021;51;David Guetta , Sia;Let's Love;FR;Electrónica
Mayo;Radio;2021;52;Diego Torres;Color Esperanza;AR;Pop
Mayo;Radio;2021;53;Donald;Verano Naranja;US;Pop
Mayo;Radio;2021;54;Manuel Turizo Feat. Maluma;Amor En Coma;CO;Urbano
Mayo;Radio;2021;55;Los Nocheros;Mama, Mamá (Live);AR;Folk/Indie
Mayo;Radio;2021;56;Luigy Boy Y La Florezta;Alo Michael (Rico Rico Rico Rico);CO;Latino/Tropical
Mayo;Radio;2021;57;R.E.M.;Everybody Hurts;US;Rock
Mayo;Radio;2021;58;Rauw Alejandro , Camilo;TATTOO (REMIX);PR,CO;Urbano
Mayo;Radio;2021;59;Soda Stereo;Persiana Americana;AR;Rock
Mayo;Radio;2021;60;Migrantes;Si Me Tomo Una Cerveza;AR;Latino/Tropical
Mayo;Radio;2021;61;Tones And I;Dance Monkey;AU;Pop
Mayo;Radio;2021;62;The Weeknd Feat. Daft Punk;I Feel It Coming;CA;Pop
Mayo;Radio;2021;63;Mon Laferte;El Beso;MX;Pop
Mayo;Radio;2021;64;Justin Timberlake;CAN'T STOP THE FEELING!;US;Pop
Mayo;Radio;2021;65;Camilo , Pablo Alborán;El Mismo Aire;CO;Pop
Mayo;Radio;2021;66;Karol G, Nicki Minaj;TUSA;CO, US;Urbano
Mayo;Radio;2021;67;Sech, Daddy Ya Feat. Rosalía, Farruko;Relación (Remix);PA, PR;Urbano
Mayo;Radio;2021;68;Mon Laferte Feat. Juanes;Amárrame;MX;Pop
Mayo;Radio;2021;69;Daddy Yankee, Marc Anthony;De Vuelta Pa' La Vuelta;PR, US;Urbano
Mayo;Radio;2021;70;Joel Corry X Raye X David Guetta;Bed;GB;Electrónica
Mayo;Radio;2021;71;Maluma;Agua De Jamaica;CO;Urbano
Mayo;Radio;2021;72;The Weeknd With Ariana Grande;Save Your Tears (Remix);CA;Pop
Mayo;Radio;2021;73;Cami;Aquí Estoy;CL;Pop
Mayo;Radio;2021;74;Tainy X J Balvin;Agua;PR;Urbano
Mayo;Radio;2021;75;Natti Natasha , Becky G;Ram Pam Pam;DO;Urbano
Mayo;Radio;2021;76;Maroon 5 Feat. Christina Aguilera;Moves Like Jagger;US;Pop
Mayo;Radio;2021;77;Avicii;Wake Me Up;SE;Electrónica
Mayo;Radio;2021;78;Piso 21;Tan Bonita;CO;Urbano
Mayo;Radio;2021;79;Bad Bunny;Yo Perreo Sola;PR;Urbano
Mayo;Radio;2021;80;BTS;Dynamite;KR;Pop
Mayo;Radio;2021;81;Beret Feat. Morat;Porfa No Te Vayas;ES;Pop
Mayo;Radio;2021;82;Los Legendarios, Wisin, Myke Towers;Mi Niña;PR, PR, PR;Urbano
Mayo;Radio;2021;83;Adione, Stailok;Avisale;CL;Urbano
Mayo;Radio;2021;84;Natti Natasha , Prince Royce;Antes Que Salga El Sol;DO;Urbano
Mayo;Radio;2021;85;Sam Smith;I Feel Love;GB;Pop
Mayo;Radio;2021;86;Sech;911;PA;Urbano
Mayo;Radio;2021;87;Bruno Mars;That’s What I Like;US;Pop
Mayo;Radio;2021;88;Play N Skillz, Daddy Yankee, Zion , Lennox;Bésame;US, PR, US;Urbano
Mayo;Radio;2021;89;Ed Sheeran;Perfect;GB;Pop
Mayo;Radio;2021;90;Lasso, Cami;Un Millón Como Tú;VE, CL;Pop
Mayo;Radio;2021;91;Gepe;Fruta Y Té;CL;Folk/Indie
Mayo;Radio;2021;92;Café Tacvba;Eres;MX;Rock
Mayo;Radio;2021;93;Ariana Grande;Positions;US;Pop
Mayo;Radio;2021;94;Farruko, Sech, Myke Towers Feat. Jay Wheeler;La Tóxica (Remix);PR, PA;Urbano
Mayo;Radio;2021;95;Gepe;Hablar De Ti;CL;Folk/Indie
Mayo;Radio;2021;96;Capital Cities;Safe And Sound;US;Pop
Mayo;Radio;2021;97;Luis Fonsi + Rauw Alejandro;Vacío;PR;Latino/Tropical
Mayo;Radio;2021;98;Los Tres;Un Amor Violento;CL;Rock
Mayo;Radio;2021;99;Natalie Imbruglia;Torn;AU;Rock
Mayo;Radio;2021;100;Lele Pons, Guaynaa;Se Te Nota;VE, PR;Urbano
Junio;Radio;2021;1;Rauw Alejandro;Todo De Ti;PR;Urbano
Junio;Radio;2021;2;Ricky Martin , Paloma Mami;Que Rico Fuera;PR;Pop
Junio;Radio;2021;3;Justin Bieber Feat. Daniel Caesar, Giveon;Peaches;US;Pop
Junio;Radio;2021;4;Kali Uchis;Telepatia;US;Pop
Junio;Radio;2021;5;Bruno Mars, Anderson .Paak, Silk Sonic;Leave The Door Open;US, US, US;Pop
Junio;Radio;2021;6;Carlos Vives, Ricky Martin;Cancion Bonita;CO, PR;Pop
Junio;Radio;2021;7;Tini , Maria Becerra;Mienteme;AR;Pop
Junio;Radio;2021;8;Sebastián Yatra, Myke Towers;Pareja Del Año;CO, PR;Pop
Junio;Radio;2021;9;Daft Punk Feat. Pharrell Williams;Get Lucky;FR;Electrónica
Junio;Radio;2021;10;Los Legendarios, Wisin, Jay Cortez;Fiel;PR, PR;Urbano
Junio;Radio;2021;11;Harry Styles;Watermelon Sugar;GB;Pop
Junio;Radio;2021;12;Billie Eilish;Your Power;US;Pop
Junio;Radio;2021;13;Olivia Rodrigo;Drivers License;US;Pop
Junio;Radio;2021;14;Boza;Hecha Pa' Mí;PA;Urbano
Junio;Radio;2021;15;Sebastián Yatra , Guaynaa;Chica Ideal;CO;Pop
Junio;Radio;2021;16;The Weeknd;Blinding Lights;CA;Pop
Junio;Radio;2021;17;Bad Bunny Feat. Jhay Cortez;Dakiti;PR;Urbano
Junio;Radio;2021;18;The Weeknd;Save Your Tears;CA;Pop
Junio;Radio;2021;19;Camilo, El Alfa;Bebe;CO, DO;Pop
Junio;Radio;2021;20;Doja Cat Feat. Sza;Kiss Me More;US;Pop
Junio;Radio;2021;21;Guaynaa, Los Ángeles Azules;Cumbia A La Gente;PR, MX;Urbano
Junio;Radio;2021;22;Coldplay;Higher Power;GB;Pop
Junio;Radio;2021;23;Maluma;Hawai;CO;Urbano
Junio;Radio;2021;24;Karol G, Anuel Aa, J. Balvin;Location;CO, PR, CO;Urbano
Junio;Radio;2021;25;Camilo;Vida De Rico;CO;Pop
Junio;Radio;2021;26;J Balvin, Maria Becerra;Qué Más Pues?;CO, AR;Urbano
Junio;Radio;2021;27;The Weeknd With Ariana Grande;Save Your Tears (Remix);CA;Pop
Junio;Radio;2021;28;Dua Lipa;LEVITATING;GB;Pop
Junio;Radio;2021;29;Denise Rosenthal, Lola Indigo;Demente;CL, ES;Pop
Junio;Radio;2021;30;Anitta;Girl From Rio;BR;Latino/Tropical
Junio;Radio;2021;31;Camilo , Evaluna Montaner;Machu Picchu;CO;Pop
Junio;Radio;2021;32;Natti Natasha , Becky G;Ram Pam Pam;DO;Urbano
Junio;Radio;2021;33;Selena Gomez , Rauw Alejandro;Baila Conmigo;US;Pop
Junio;Radio;2021;34;Dua Lipa;Don't Start Now;GB;Pop
Junio;Radio;2021;35;Dua Lipa;Love Again;GB;Pop
Junio;Radio;2021;36;Lenny De La Rosa , Tito El Bambino;Si Nos Pasamos De Tragos;CU;Urbano
Junio;Radio;2021;37;Sofi De La Torre Feat. Pablo Alborán;Y Duele;ES;Pop
Junio;Radio;2021;38;BTS;Butter;KR;Pop
Junio;Radio;2021;39;David Guetta , Sia;Let's Love;FR;Electrónica
Junio;Radio;2021;40;Reik , Maluma;Perfecta;MX;Pop
Junio;Radio;2021;41;Justin Quiles Feat. Chimbala, Zion , Lennox;Loco;US;Urbano
Junio;Radio;2021;42;Ed Sheeran;Shape Of You;GB;Pop
Junio;Radio;2021;43;Jay Wheeler , Dj Nelson Feat. Myke Towers;La Curiosidad;PR;Urbano
Junio;Radio;2021;44;Pharrell Williams;Happy;US;Pop
Junio;Radio;2021;45;Karol G;BICHOTA;CO;Urbano
Junio;Radio;2021;46;Mon Laferte;Tu Falta De Querer;MX;Pop
Junio;Radio;2021;47;Karol G, Mariah Angeliq;El Makinon;CO, US;Urbano
Junio;Radio;2021;48;Daddy Yankee;Problema;PR;Urbano
Junio;Radio;2021;49;Harry Styles;Golden;GB;Pop
Junio;Radio;2021;50;Camilo;Millones;CO;Pop
Junio;Radio;2021;51;Tones And I;Dance Monkey;AU;Pop
Junio;Radio;2021;52;Karol G;Ay, DiOs Mío!;CO;Urbano
Junio;Radio;2021;53;Miley Cyrus Feat. Dua Lipa;Prisoner;US,GB;Pop
Junio;Radio;2021;54;Diego Torres;Color Esperanza;AR;Pop
Junio;Radio;2021;55;Black Eyed Peas X Shakira;Girl Like Me;US;Pop
Junio;Radio;2021;56;Mon Laferte Feat. Juanes;Amárrame;MX;Pop
Junio;Radio;2021;57;The Weeknd Feat. Daft Punk;I Feel It Coming;CA;Pop
Junio;Radio;2021;58;Cnco;Tan Enamorados;US;Urbano
Junio;Radio;2021;59;Luigy Boy Y La Florezta;Alo Michael;CU;Pop
Junio;Radio;2021;60;Soul Asylum;Runaway Train;US;Rock
Junio;Radio;2021;61;Gente De Zona Feat. Marc Anthony;La Gozadera (The Official 2021 Conmebol Copa América);CUB;Urbano
Junio;Radio;2021;62;Soda Stereo;Persiana Americana;AR;Rock
Junio;Radio;2021;63;R.E.M.;Everybody Hurts;US;Rock
Junio;Radio;2021;64;Karol G, Nicki Minaj;TUSA;CO, US;Urbano
Junio;Radio;2021;65;Manuel Turizo, Wisin , Yandel;Mala Costumbre;CO, PR;Urbano
Junio;Radio;2021;66;Cami;Luna;CL;Pop
Junio;Radio;2021;67;Nicky Jam , El Alfa;Pikete;US;Urbano
Junio;Radio;2021;68;Ofenbach Feat. Lagique;Wasted Love;FR;Pop
Junio;Radio;2021;69;BACILOS;Mi Primer Millon;US;Pop
Junio;Radio;2021;70;Lasso, Cami;Un Millón Como Tú;VE, CL;Pop
Junio;Radio;2021;71;Sam Smith;I Feel Love;GB;Pop
Junio;Radio;2021;72;Mon Laferte;Se Me Va A Quemar El Corazón;MX;Pop
Junio;Radio;2021;73;Avicii;Wake Me Up;SE;Electrónica
Junio;Radio;2021;74;Migrantes;Si Me Tomo Una Cerveza;AR;Latino/Tropical
Junio;Radio;2021;75;Flor De Rap , Denise Rosenthal;Bailalo Mujer;CL;Urbano
Junio;Radio;2021;76;Dua Lipa, Dababy;Levitating (Feat. DaBaby);GB, US;Pop
Junio;Radio;2021;77;Ozuna;Tiempo;PR;Urbano
Junio;Radio;2021;78;Paloma Mami;Religiosa;US;Urbano
Junio;Radio;2021;79;Cami;Aquí Estoy;CL;Pop
Junio;Radio;2021;80;Manuel Turizo Feat. Maluma;Amor En Coma;CO;Urbano
Junio;Radio;2021;81;Francisca Valenzuela;Flotando;CL;Rock
Junio;Radio;2021;82;Gepe;Fruta Y Te;CL;Folk/Indie
Junio;Radio;2021;83;Mon Laferte;El Beso;MX;Pop
Junio;Radio;2021;84;Harry Styles;Adore You;GB;Pop
Junio;Radio;2021;85;Bad Bunny;Yonaguni;PR;Urbano
Junio;Radio;2021;86;Los Bunkers;Bailando Solo;CL;Rock
Junio;Radio;2021;87;Los Bunkers;Llueve Sobre La Ciudad;CL;Rock
Junio;Radio;2021;88;Los Tres;Un Amor Violento;CL;Rock
Junio;Radio;2021;89;Calvin Harris Feat. Dua Lipa;One Kiss;GB;Pop
Junio;Radio;2021;90;Marshmello, Jonas Brothers;Leave Before You Love Me;US, US;Electrónica
Junio;Radio;2021;91;Luis Fonsi + Rauw Alejandro;Vacío;PR;Latino/Tropical
Junio;Radio;2021;92;Justin Timberlake;CAN'T STOP THE FEELING!;US;Pop
Junio;Radio;2021;93;Piso 21;Tan Bonita;CO;Urbano
Junio;Radio;2021;94;Maroon 5 Feat Christina Aguilera;Moves Like Jagger;US;Pop
Junio;Radio;2021;95;Bruno Mars;That’s What I Like;US;Pop
Junio;Radio;2021;96;Dua Lipa;We're Good;GB;Pop
Junio;Radio;2021;97;Gepe;Hablar De Ti;CL;Folk/Indie
Junio;Radio;2021;98;Capital Cities;Safe And Sound;US;Pop
Junio;Radio;2021;99;Gente De Zona Feat. Marc Anthony;La Gozadera;CU;Latino/Tropical
Junio;Radio;2021;100;Ed Sheeran;Perfect;GB;Pop
Julio;Radio;2021;1;Rauw Alejandro;Todo De Ti;PR;Urbano
Julio;Radio;2021;2;Ricky Martin , Paloma Mami;Que Rico Fuera;PR;Pop
Julio;Radio;2021;3;Denise Rosenthal;Tiene Sabor;CL;Pop
Julio;Radio;2021;4;Carlos Vives, Ricky Martin;Cancion Bonita;CO, PR;Pop
Julio;Radio;2021;5;Sebastián Yatra, Myke Towers;Pareja Del Año;CO, PR;Pop
Julio;Radio;2021;6;Kali Uchis;Telepatia;US;Pop
Julio;Radio;2021;7;J Balvin, Maria Becerra;Qué Más Pues?;CO, AR;Urbano
Julio;Radio;2021;8;Ed Sheeran;Bad Habits;GB;Pop
Julio;Radio;2021;9;Los Legendarios, Wisin, Jay Cortez;Fiel;PR, PR;Urbano
Julio;Radio;2021;10;Justin Bieber Feat. Daniel Caesar, Giveon;Peaches Feat. Daniel Caesar, Giveon;US;Pop
Julio;Radio;2021;11;Tini , Maria Becerra;Mienteme;AR;Pop
Julio;Radio;2021;12;Bruno Mars, Anderson .Paak, Silk Sonic;Leave The Door Open;US, US, US;Pop
Julio;Radio;2021;13;Enrique Iglesias Feat. Farruko;Me Pase;ES,PR;Pop
Julio;Radio;2021;14;Guaynaa, Los Ángeles Azules;Cumbia A La Gente;PR, MX;Urbano
Julio;Radio;2021;15;Dua Lipa;Love Again;GB;Pop
Julio;Radio;2021;16;J Balvin, Skrillex;In Da Getto;CO, US;Urbano
Julio;Radio;2021;17;Daft Punk Feat. Pharrell Williams;Get Lucky Feat. Pharrell Williams;FR;Electrónica
Julio;Radio;2021;18;Harry Styles;Watermelon Sugar;GB;Pop
Julio;Radio;2021;19;The Weeknd;Save Your Tears;CA;Pop
Julio;Radio;2021;20;Boza;Hecha Pa' Mí;PA;Urbano
Julio;Radio;2021;21;Lenny De La Rosa Feat Tito Bambino;Si Nos Pasamos De Tragos;CU;Urbano
Julio;Radio;2021;22;The Weeknd;Blinding Lights;CA;Pop
Julio;Radio;2021;23;Camilo, El Alfa;Bebe;CO, DO;Pop
Julio;Radio;2021;24;Natti Natasha , Becky G;Ram Pam Pam;DO;Urbano
Julio;Radio;2021;25;Los Prisioneros;Paramar;CL;Rock
Julio;Radio;2021;26;Camilo;Vida De Rico;CO;Pop
Julio;Radio;2021;27;Maluma;Hawai;CO;Urbano
Julio;Radio;2021;28;The Weeknd, Ariana Grande;Save Your Tears (With Ariana Grande) (Remix);CA, US;Pop
Julio;Radio;2021;29;Sebastián Yatra , Guaynaa;Chica Ideal;CO;Pop
Julio;Radio;2021;30;Maluma;Sobrio;CO;Urbano
Julio;Radio;2021;31;Dua Lipa;LEVITATING;GB;Pop
Julio;Radio;2021;32;Charles , Eddie;Would I Lie To You?;US;Pop
Julio;Radio;2021;33;Farruko;Pepas;PR;Urbano
Julio;Radio;2021;34;Coldplay;Higher Power;GB;Pop
Julio;Radio;2021;35;Bts;Butter;KR;Pop
Julio;Radio;2021;36;Sofi De La Torre;Y Duele (Feat. Pablo Alborán);ES;Pop
Julio;Radio;2021;37;Dubaii;Hola;PR;Urbano
Julio;Radio;2021;38;Bad Bunny;Yonaguni;PR;Urbano
Julio;Radio;2021;39;Lion La Voz;Tik - Tak;VEN;Urbano
Julio;Radio;2021;40;Dua Lipa;Don't Start Now;GB;Pop
Julio;Radio;2021;41;Doja Cat Feat Sza;Kiss Me More;US;Pop
Julio;Radio;2021;42;Iván Alejandro;Me Enamoré De Ti;CL;Folk/Indie
Julio;Radio;2021;43;Billie Eilish;Your Power;US;Pop
Julio;Radio;2021;44;Bad Bunny Feat. Jhay Cortez;Dakiti;PR;Urbano
Julio;Radio;2021;45;Sam Smith;I Feel Love;GB;Pop
Julio;Radio;2021;46;Karol G, Anuel Aa, J. Balvin;Location;CO, PR, CO;Urbano
Julio;Radio;2021;47;David Guetta , Sia;Let's Love;FR;Electrónica
Julio;Radio;2021;48;Jay Wheeler , Dj Nelson (Feat. Myke Towers);La Curiosidad;PR;Urbano
Julio;Radio;2021;49;Olivia Rodrigo;Drivers License;US;Pop
Julio;Radio;2021;50;Pharrell Williams;Happy;US;Pop
Julio;Radio;2021;51;Marshmello, Jonas Brothers;Leave Before You Love Me;US, US;Electrónica
Julio;Radio;2021;52;Denise Rosenthal, Lola Indigo;Demente;CL, ES;Pop
Julio;Radio;2021;53;Mon Laferte;Tu Falta De Querer;MX;Pop
Julio;Radio;2021;54;Drefquila, Killua97, C-Funk;Tu Sabor;CL;Urbano
Julio;Radio;2021;55;Karol G, Mariah Angeliq;El Makinon;CO, US;Urbano
Julio;Radio;2021;56;Anitta;Girl From Rio;BR;Latino/Tropical
Julio;Radio;2021;57;Calvin Harris Feat. Dua Lipa;One Kiss;GB;Pop
Julio;Radio;2021;58;Tones And I;Dance Monkey;AU;Pop
Julio;Radio;2021;59;Shania Twain;Man! I Feel Like A Woman!;CA;Pop
Julio;Radio;2021;60;Justin Quiles;Loco (Feat. Chimbala, Zion , Lennox);PR;Urbano
Julio;Radio;2021;61;Harry Styles;Golden;GB;Pop
Julio;Radio;2021;62;Karol G;Ay, DiOs Mío!;CO;Urbano
Julio;Radio;2021;63;Selena Gomez , Rauw Alejandro;Baila Conmigo;US;Pop
Julio;Radio;2021;64;Dire Straits;Sultans Of Swing;GB;Rock
Julio;Radio;2021;65;Ed Sheeran;Shape Of You;GB;Pop
Julio;Radio;2021;66;Karol G, Nicki Minaj;TUSA;CO, US;Urbano
Julio;Radio;2021;67;R.E.M.;Everybody Hurts;US;Pop
Julio;Radio;2021;68;Domino Saints;Dancefreak;PR;Urbano
Julio;Radio;2021;69;Camilo , Evaluna Montaner;Machu Picchu;CO;Pop
Julio;Radio;2021;70;Soda Stereo;Persiana Americana;AR;Rock
